"";"Accuracy";"Average-precision";"clp";"coverage";"F1";"hamming-loss";"Macro-AUC";"Macro-F1";"Macro-Precision";"Macro-Recall";"margin-loss ";"micro-AUC ";"Micro-F1";"Micro-Precision";"Micro-Recall";"mlp";"one-error ";"precision ";"ranking-loss ";"recall ";"subset-accuracy ";"wlp "
"emotions";0,465703937984904;0,696800496717606;0;2,40511804365101;0,549737118818183;0,246605083983387;0,692132609593666;0,563544996394602;0,614795520697976;0,552265114247829;1,81050190562153;0,704355670426372;0,587828235859141;0,612027608282159;0,568628853892616;0;0,412973733529063;0,609193267389914;0,28119638671018;0,562836401272028;0,224283704548655;0
"flags";0,558718912179438;0,788533060028016;0,228571428571429;3,94033227006911;0,680216291594282;0,281919191919192;0,579171577721998;0,565091040850658;0,587522675736962;0,587596538615446;2,29232589048378;0,716357644821037;0,710220815083465;0,708005920745928;0,717780190373474;0,114285714285714;0,220401382243488;0,693804359383307;0,242965266702109;0,695468791929318;0,0817198298777246;0,157142857142857
"GnegativeGO";0,949430888926144;0,971675248858664;0;0,154677967858742;0,959008923222786;0,0128516816739111;0;0,930418991895815;0,925662951226134;0,939622741756888;0,110732876717876;0,972467777251392;0,951033562741766;0,947514406495512;0,954647444239859;0,25;0,0423781987581161;0,961534268026309;0,0139250083505348;0,96582266102012;0,920935737732003;0,25
"GnegativePseAAC";0,563539525016258;0,69779008273094;0;1,52288563880405;0,57300502657651;0,113128891010798;0;0,237094189891771;0,272748465229595;0,247007696740928;1,49769064586224;0,735902867670332;0,566673909227001;0,566996298210548;0,566576370746693;0,5;0,425140908549756;0,575898926249072;0,207904471135303;0,579457580845152;0,535262067954552;0,5125
"GpositiveGO";0,942153305444093;0,966943483973173;0;0,113584621076297;0,948576368137967;0,0289233472779533;0,937643012483116;0,860266318751989;0,84676581431461;0,893814820800115;0,105854605993341;0,96901809970454;0,94336756822483;0,931176032213768;0,956056660690401;0,25;0,0520027604655795;0,945056774524033;0,0346375584583132;0,958519024445773;0,922884117362475;0,05
"GpositivePseAAC";0,551706793021998;0,708328353111927;0;0,956583141239079;0,566790460741626;0,229445203335325;0,639978265235055;0,409482468313909;0,399559290432453;0,440175159807513;0,952736987392925;0,716674159264622;0,565211352856778;0,540863806123226;0,592457810410086;0,2;0,447386095221833;0,553629869945075;0,316617457336103;0,595034719257805;0,506455789863115;0,25
"scene";0,586285654289956;0,716514073258949;0;1,40061018001549;0,611839630256225;0,144929929423539;0,77308178514435;0,629379424055969;0,641676456318465;0,648873698387557;1,34724266610144;0,767431293798239;0,611231701625996;0,588935862290921;0,636396394022401;0;0,386848085882973;0,603768202170474;0,257972284784686;0,645316850016294;0,511383391210018;0
"VirusGO";0,891666666666666;0,943638888888889;0;0,417619047619048;0,914968253968254;0,0404365079365079;0;0,853315969662719;0,838779461279461;0,894212962962963;0,218809523809524;0,945793838610952;0,906352905534683;0,868837187557015;0,95008547008547;0,0333333333333334;0,0873809523809524;0,902261904761905;0,0387539682539682;0,950595238095238;0,81547619047619;0,0666666666666668
"VirusPseAAC";0,231230158730159;0,443137566137566;0;2,78785714285714;0,25531179138322;0,27734126984127;0;0,18594174816698;0,215423881673882;0,264814814814815;2,68571428571429;0,59244514749581;0,279454670119667;0,290909955583869;0,270655270655271;0,333333333333333;0,737619047619048;0,275;0,505517857142857;0,259404761904762;0,160238095238095;0,5
"Yelp";0,636522598457623;0,884144072878592;0;1,32477779371676;0,699877994360656;0,171488494266797;0,765904945978817;0,682184571946936;0,727113681067982;0,654090663827582;0,595940021707837;0,804275105481395;0,735029283059552;0,744072404088757;0,726367983017365;0;0,213031040219225;0,746255279373102;0,116320389972517;0,708375045325862;0,431593477025624;0
