Measures;Emotions;Flags;GnegativeGO;GnegativePseAAC;GpositiveGO;GpositivePseAAC;Scene;VirusGO;VirusPseAAC;Yelp
Accuracy;0,461874783203988000;0,563320023543708000;0,949424428036092000;0,567799867502148000;0,940267935911665000;0,557657446142463000;0,581377487771014000;0,905992063492064000;0,286626984126984000;0,646593264225064000
Average-precision;0,698139176233026000;0,786701463992473000;0,971152630479203000;0,706113858833327000;0,965039260745420000;0,713142092831327000;0,709350266741619000;0,956444444444444000;0,491163359788360000;0,890830727648765000
clp;0,000000000000000000;0,214285714285714000;0,000000000000000000;0,000000000000000000;0,000000000000000000;0,000000000000000000;0,000000000000000000;0,000000000000000000;0,000000000000000000;0,000000000000000000
coverage;2,381995252997970000;3,882230196703880000;0,155471691542410000;1,459848716771260000;0,117393067531802000;0,934921312501779000;1,455325724682470000;0,379761904761905000;2,627142857142860000;1,300588673278830000
F1;0,547641019708830000;0,682961078159244000;0,958768776265715000;0,582476723653161000;0,946049972964513000;0,575281026779362000;0,605889297018934000;0,928365079365079000;0,314676870748299000;0,709444549184034000
hamming-loss;0,245195444243058000;0,280412014885699000;0,012762518455347200;0,115013915918937000;0,029866032044167400;0,225508338313555000;0,146312039498385000;0,034841269841269800;0,260833333333333000;0,166766659432804000
Macro-AUC;0,688769577246791000;0,591226239330231000;0,000000000000000000;0,000000000000000000;0,936172424247822000;0,643655553323574000;0,767060391152662000;0,000000000000000000;0,000000000000000000;0,772154166769342000
Macro-F1;0,557548448009991000;0,594240845771292000;0,928414823218788000;0,298046624789520000;0,867935758921429000;0,417579709035012000;0,620493324726757000;0,878975789146068000;0,221622820365249000;0,692662835473317000
Macro-Precision;0,611410643298005000;0,626609579852061000;0,925779299471149000;0,333328851309418000;0,867569931615437000;0,405001707880061000;0,640962773584286000;0,863223905723906000;0,252496577496578000;0,729956145524498000
Macro-Recall;0,546774151630963000;0,617298919567827000;0,936056100065247000;0,299170626121846000;0,890873644329527000;0,451705990088343000;0,635912653438615000;0,919444444444445000;0,306018518518519000;0,668435225106715000
margin-loss ;1,785498206934600000;2,310813397129190000;0,110087751480680000;1,436060978977710000;0,109663052448846000;0,929152081732548000;1,400734384759590000;0,176190476190476000;2,501190476190480000;0,568453960473836000
micro-AUC ;0,704834511887298000;0,718845826630179000;0,974190449427600000;0,748443450221547000;0,967095022781463000;0,721197623222048000;0,760662797001852000;0,951749002076017000;0,619198124142938000;0,808307186971564000
Micro-F1;0,590753377685245000;0,716250308390008000;0,951530402448358000;0,571687136899122000;0,941463319825255000;0,574552020958508000;0,603853932686517000;0,920757668789513000;0,336812757521551000;0,743226866553328000
Micro-Precision;0,614966465531414000;0,702470684772463000;0,945243259777707000;0,557695802675250000;0,931075095414718000;0,547083548383107000;0,587739626403906000;0,879184628049617000;0,345249931228192000;0,749960543900044000
Micro-Recall;0,569433989124356000;0,733376134644791000;0,958090996436364000;0,587261816394012000;0,952210506844247000;0,605919348871624000;0,622074728886782000;0,968709401709402000;0,331094017094017000;0,736709107205255000
mlp;0,000000000000000000;0,071428571428571500;0,250000000000000000;0,300000000000000000;0,000000000000000000;0,175000000000000000;0,000000000000000000;0,033333333333333400;0,283333333333333000;0,000000000000000000
one-error ;0,414550465399602000;0,250473152578416000;0,043796565584411900;0,417321729242746000;0,055811206921084800;0,443249665613706000;0,391199952797520000;0,068095238095238100;0,666428571428571000;0,202048949385550000
precision ;0,604297878334491000;0,682745607706134000;0,959997697890320000;0,578862079535966000;0,943171404991605000;0,560542061527078000;0,603011110051983000;0,911825396825397000;0,336785714285714000;0,754104925221825000
ranking-loss ;0,278645361690878000;0,240361687045897000;0,013836382189660100;0,198699997641680000;0,035907040610148300;0,309076334936490000;0,267422106848050000;0,030297619047619000;0,465144841269841000;0,110337365522358000
recall ;0,559099979330009000;0,705167407154249000;0,966883358561378000;0,601193405964185000;0,954710577990267000;0,607643572668545000;0,633264435931397000;0,968214285714286000;0,319523809523810000;0,719400196848641000
subset-accuracy ;0,213343243455607000;0,129218500797448000;0,921628634275963000;0,524531240256022000;0,922921824753123000;0,504786704231765000;0,509377046175447000;0,839523809523809000;0,202857142857143000;0,441968428022229000
wlp ;0,016666666666666700;0,100000000000000000;0,250000000000000000;0,375000000000000000;0,250000000000000000;0,250000000000000000;0,000000000000000000;0,050000000000000100;0,450000000000000000;0,000000000000000000
