Measures;Emotions;Flags;GnegativeGO;GnegativePseAAC;GpositiveGO;GpositivePseAAC;Scene;VirusGO;VirusPseAAC;Yelp
Accuracy;0,4499365980963950000;0,5890596820333660000;0,9495520159353770000;0,5607042916831680000;0,9441148012180200000;0,5499469962150320000;0,5701293134885400000;0,8858730158730160000;0,2550000000000000000;0,6188143514968510000
Average-precision;0,6888431753632570000;0,7904339169683470000;0,9704086854653870000;0,6709419182702760000;0,9629096232106780000;0,7158734478309950000;0,7097608457000540000;0,9287380952380950000;0,4944345238095240000;0,8430100307807680000
clp;0,0000000000000000000;0,2285714285714290000;0,0000000000000000000;0,0000000000000000000;0,0000000000000000000;0,0000000000000000000;0,0000000000000000000;0,0000000000000000000;0,0000000000000000000;0,0000000000000000000
coverage;2,4909033441969700000;3,9685699096225400000;0,2147287802989630000;1,9232410586222000000;0,1271564358689770000;0,9155759981786610000;1,3573232470527800000;0,5000000000000000000;2,5054761904761900000;1,4965558201104600000
F1;0,5337711154834170000;0,7053989563068510000;0,9572041386141340000;0,5707460846587840000;0,9479735241943900000;0,5631145830368920000;0,5927013140033870000;0,9079047619047620000;0,2841269841269840000;0,6810891502444440000
hamming-loss;0,2527293007096700000;0,2639868610921240000;0,0127612337688107000;0,1139476260936540000;0,0279425993909901000;0,2303341728563700000;0,1503595670423270000;0,0404761904761905000;0,2743650793650790000;0,1803787090017830000
Macro-AUC;0,6873954550121420000;0,6038880109153220000;0,0000000000000000000;0,0000000000000000000;0,9413198287224320000;0,6416411036122850000;0,7670084601995080000;0,0000000000000000000;0,0000000000000000000;0,7648471825028350000
Macro-F1;0,5599539333281690000;0,5919820852306480000;0,9188953939977180000;0,2682777072806840000;0,8798129909176540000;0,4390500309259010000;0,6027296352897260000;0,7805014988451520000;0,1704130664055170000;0,6644471031364120000
Macro-Precision;0,6262125425143360000;0,6313555517900940000;0,9178497139178680000;0,2969958196442980000;0,8761883289344920000;0,4570319188924670000;0,6305460143875960000;0,7750294612794610000;0,1724363927982350000;0,6984250290867440000
Macro-Recall;0,5386680633416960000;0,6163095238095240000;0,9237578427669890000;0,2903181354553310000;0,9012934532787470000;0,4460465596495010000;0,6186854969151660000;0,8069444444444440000;0,2520833333333330000;0,6520839053407190000
margin-loss ;1,8999734096875700000;2,3981100478468900000;0,1686305545229470000;1,8995071379573100000;0,1194264207860210000;0,9117298443325080000;1,3052550262690900000;0,2916666666666670000;2,4038095238095200000;0,7956338820421790000
micro-AUC ;0,6971725519773330000;0,7357414753244480000;0,9705711101903950000;0,7380897429336240000;0,9671131650165860000;0,7129761472156830000;0,7618053574564090000;0,9458533377060230000;0,5890894984217340000;0,8027902170467610000
Micro-F1;0,5753897654814920000;0,7292174226479310000;0,9513278135452360000;0,5649621398049820000;0,9449140575892590000;0,5615735816761370000;0,5913352358067580000;0,9051774123849600000;0,2909488943055630000;0,7212097895333410000
Micro-Precision;0,6034647840225330000;0,7245157403920080000;0,9502022443707650000;0,5646505242067190000;0,9379189702885590000;0,5400369863501320000;0,5758263058012000000;0,8825311074621420000;0,2991935922370700000;0,7306750732914600000
Micro-Recall;0,5513789215165360000;0,7370492789755850000;0,9525925854517530000;0,5659760796146520000;0,9522467913144940000;0,5853894533139820000;0,6081506728203860000;0,9302393162393160000;0,2889216524216520000;0,7120850138290810000
mlp;0,0000000000000000000;0,1000000000000000000;0,0375000000000000000;0,4250000000000000000;0,0000000000000000000;0,1000000000000000000;0,0000000000000000000;0,1500000000000000000;0,4666666666666670000;0,0000000000000000000
one-error ;0,4126097334734740000;0,2623312068048910000;0,0380514473932505000;0,4237763588521280000;0,0578082757050571000;0,4432859500839520000;0,4036452833826580000;0,1069047619047620000;0,6992857142857140000;0,2717498752592960000
precision ;0,5905027021055490000;0,7102673286752230000;0,9604832851044390000;0,5723314438621340000;0,9460567318364210000;0,5518700731381090000;0,5883774986392920000;0,9021428571428570000;0,3017857142857140000;0,7250927063303470000
ranking-loss ;0,2945508458227280000;0,2520525872762720000;0,0204197224552582000;0,2637169249981400000;0,0396454082358633000;0,3024582135708660000;0,2521495534140590000;0,0496964285714286000;0,4473908730158730000;0,1593411077635110000
recall ;0,5464580474662460000;0,7218583453583450000;0,9615286392972760000;0,5794183457691800000;0,9537490395287290000;0,5875266797575340000;0,6195008989876300000;0,9335714285714280000;0,2948015873015870000;0,6908543295363670000
subset-accuracy ;0,2060683384932220000;0,1509569377990430000;0,9266441234044170000;0,5309626058018830000;0,9325386322889100000;0,5104442357494520000;0,5032069996390980000;0,8152380952380950000;0,1750000000000000000;0,4178478766610030000
wlp ;0,0000000000000000000;0,1428571428571430000;0,0375000000000000000;0,4875000000000000000;0,2500000000000000000;0,2250000000000000000;0,0000000000000000000;0,1500000000000000000;0,5833333333333330000;0,0000000000000000000
